NVA,1366397
PS,787058
MR,650260
CD&V,783040
Open VLD,659571
spa,595466
CDH,336184
Groen,358947
Ecolo,222524
VB,247738
PVDA/PTB,251276
FDF,121384
PP,102581
LDD,28414
Others,233707
